CVE,CVE-Description,CVSSv2 Base (nvd),CVSSv3.1 Base (nvd),QID,Title,Severity,KB Severity,Type Detected,Last Detected,First Detected,Protocol,Port,Status,Asset Id,Asset Name,Asset IPV4,Asset IPV6,Solution,Asset Tags,Disabled,Ignored,QVS Score,Detection AGE,Published Date,Patch Released,Category,CVSS Rating Labels,RTI,Operating System,Last Fixed,Last Reopened,Times Detected,Threat,Vuln Patchable,Asset Critical Score,TruRisk Score,Vulnerability Tags,Results
CVE-2025-1018,The fullscreen notification is prematurely hidden when fullscreen is re-requested quickly by the user. This could have been leveraged to perform a potential spoofing attack. This vulnerability affects Firefox < 135 and Thunderbird < 135.,'-,5.3,382768,Mozilla Firefox Multiple Vulnerabilities (MFSA2025-07),4,4,Confirmed,"Mar 3, 2025","Feb 5, 2025",'-,'-,ACTIVE,147239000,SRVCOPMGT06V.czech.ch,10.43.217.206,fe80:0:0:0:7c5a:6216:cffe:2e85,"Vendor has released fix to address these vulnerabilities. Upgrade to Firefox 135 to fix vulnerability, you can also refer MFSA2025-07 or later for more details.(https://www.mozilla.org/en-US/security/advisories/mfsa2025-07/)","CH,Cloud Agent,All",No,No,30,25,"Feb 5, 2025","Feb 4, 2025",Local,CRITICAL,"High Lateral Movement,Remote Code Execution",Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,155,"Successful exploitation of this vulnerability could lead to a security breach or affect integrity, availability, and confidentiality.",Yes,2,342,,"C:\Program Files\Mozilla Firefox\firefox.exe  Version is  133.0.3.0
"
CVE-2025-1011,"A bug in WebAssembly code generation could have lead to a crash. It may have been possible for an attacker to leverage this to achieve code execution. This vulnerability affects Firefox < 135, Firefox ESR < 128.7, Thunderbird < 128.7, and Thunderbird < 135.",'-,8.8,382768,Mozilla Firefox Multiple Vulnerabilities (MFSA2025-07),4,4,Confirmed,"Mar 3, 2025","Feb 5, 2025",'-,'-,ACTIVE,147239000,SRVCOPMGT06V.czech.ch,10.43.217.206,fe80:0:0:0:7c5a:6216:cffe:2e85,"Vendor has released fix to address these vulnerabilities. Upgrade to Firefox 135 to fix vulnerability, you can also refer MFSA2025-07 or later for more details.(https://www.mozilla.org/en-US/security/advisories/mfsa2025-07/)","CH,Cloud Agent,All",No,No,35,25,"Feb 5, 2025","Feb 4, 2025",Local,CRITICAL,"High Lateral Movement,Remote Code Execution",Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,155,"Successful exploitation of this vulnerability could lead to a security breach or affect integrity, availability, and confidentiality.",Yes,2,342,,"C:\Program Files\Mozilla Firefox\firefox.exe  Version is  133.0.3.0
"
CVE-2025-1012,"A race during concurrent delazification could have led to a use-after-free. This vulnerability affects Firefox < 135, Firefox ESR < 115.20, Firefox ESR < 128.7, Thunderbird < 128.7, and Thunderbird < 135.",'-,7.5,382768,Mozilla Firefox Multiple Vulnerabilities (MFSA2025-07),4,4,Confirmed,"Mar 3, 2025","Feb 5, 2025",'-,'-,ACTIVE,147239000,SRVCOPMGT06V.czech.ch,10.43.217.206,fe80:0:0:0:7c5a:6216:cffe:2e85,"Vendor has released fix to address these vulnerabilities. Upgrade to Firefox 135 to fix vulnerability, you can also refer MFSA2025-07 or later for more details.(https://www.mozilla.org/en-US/security/advisories/mfsa2025-07/)","CH,Cloud Agent,All",No,No,35,25,"Feb 5, 2025","Feb 4, 2025",Local,CRITICAL,"High Lateral Movement,Remote Code Execution",Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,155,"Successful exploitation of this vulnerability could lead to a security breach or affect integrity, availability, and confidentiality.",Yes,2,342,,"C:\Program Files\Mozilla Firefox\firefox.exe  Version is  133.0.3.0
"
CVE-2025-1013,"A race condition could have led to private browsing tabs being opened in normal browsing windows. This could have resulted in a potential privacy leak. This vulnerability affects Firefox < 135, Firefox ESR < 128.7, Thunderbird < 128.7, and Thunderbird < 135.",'-,'-,382768,Mozilla Firefox Multiple Vulnerabilities (MFSA2025-07),4,4,Confirmed,"Mar 3, 2025","Feb 5, 2025",'-,'-,ACTIVE,147239000,SRVCOPMGT06V.czech.ch,10.43.217.206,fe80:0:0:0:7c5a:6216:cffe:2e85,"Vendor has released fix to address these vulnerabilities. Upgrade to Firefox 135 to fix vulnerability, you can also refer MFSA2025-07 or later for more details.(https://www.mozilla.org/en-US/security/advisories/mfsa2025-07/)","CH,Cloud Agent,All",No,No,30,25,"Feb 5, 2025","Feb 4, 2025",Local,CRITICAL,"High Lateral Movement,Remote Code Execution",Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,155,"Successful exploitation of this vulnerability could lead to a security breach or affect integrity, availability, and confidentiality.",Yes,2,342,,"C:\Program Files\Mozilla Firefox\firefox.exe  Version is  133.0.3.0
"
CVE-2025-1014,"Certificate length was not properly checked when added to a certificate store. In practice only trusted data was processed. This vulnerability affects Firefox < 135, Firefox ESR < 128.7, Thunderbird < 128.7, and Thunderbird < 135.",'-,8.8,382768,Mozilla Firefox Multiple Vulnerabilities (MFSA2025-07),4,4,Confirmed,"Mar 3, 2025","Feb 5, 2025",'-,'-,ACTIVE,147239000,SRVCOPMGT06V.czech.ch,10.43.217.206,fe80:0:0:0:7c5a:6216:cffe:2e85,"Vendor has released fix to address these vulnerabilities. Upgrade to Firefox 135 to fix vulnerability, you can also refer MFSA2025-07 or later for more details.(https://www.mozilla.org/en-US/security/advisories/mfsa2025-07/)","CH,Cloud Agent,All",No,No,35,25,"Feb 5, 2025","Feb 4, 2025",Local,CRITICAL,"High Lateral Movement,Remote Code Execution",Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,155,"Successful exploitation of this vulnerability could lead to a security breach or affect integrity, availability, and confidentiality.",Yes,2,342,,"C:\Program Files\Mozilla Firefox\firefox.exe  Version is  133.0.3.0
"
CVE-2025-1020,Memory safety bugs present in Firefox 134 and Thunderbird 134. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 135 and Thunderbird < 135.,'-,9.8,382768,Mozilla Firefox Multiple Vulnerabilities (MFSA2025-07),4,4,Confirmed,"Mar 3, 2025","Feb 5, 2025",'-,'-,ACTIVE,147239000,SRVCOPMGT06V.czech.ch,10.43.217.206,fe80:0:0:0:7c5a:6216:cffe:2e85,"Vendor has released fix to address these vulnerabilities. Upgrade to Firefox 135 to fix vulnerability, you can also refer MFSA2025-07 or later for more details.(https://www.mozilla.org/en-US/security/advisories/mfsa2025-07/)","CH,Cloud Agent,All",No,No,65,25,"Feb 5, 2025","Feb 4, 2025",Local,CRITICAL,"High Lateral Movement,Remote Code Execution",Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,155,"Successful exploitation of this vulnerability could lead to a security breach or affect integrity, availability, and confidentiality.",Yes,2,342,,"C:\Program Files\Mozilla Firefox\firefox.exe  Version is  133.0.3.0
"
CVE-2025-1010,"An attacker could have caused a use-after-free via the Custom Highlight API, leading to a potentially exploitable crash. This vulnerability affects Firefox < 135, Firefox ESR < 115.20, Firefox ESR < 128.7, Thunderbird < 128.7, and Thunderbird < 135.",'-,8.8,382768,Mozilla Firefox Multiple Vulnerabilities (MFSA2025-07),4,4,Confirmed,"Mar 3, 2025","Feb 5, 2025",'-,'-,ACTIVE,147239000,SRVCOPMGT06V.czech.ch,10.43.217.206,fe80:0:0:0:7c5a:6216:cffe:2e85,"Vendor has released fix to address these vulnerabilities. Upgrade to Firefox 135 to fix vulnerability, you can also refer MFSA2025-07 or later for more details.(https://www.mozilla.org/en-US/security/advisories/mfsa2025-07/)","CH,Cloud Agent,All",No,No,35,25,"Feb 5, 2025","Feb 4, 2025",Local,CRITICAL,"High Lateral Movement,Remote Code Execution",Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,155,"Successful exploitation of this vulnerability could lead to a security breach or affect integrity, availability, and confidentiality.",Yes,2,342,,"C:\Program Files\Mozilla Firefox\firefox.exe  Version is  133.0.3.0
"
CVE-2025-1019,The z-order of the browser windows could be manipulated to hide the fullscreen notification. This could potentially be leveraged to perform a spoofing attack. This vulnerability affects Firefox < 135 and Thunderbird < 135.,'-,4.3,382768,Mozilla Firefox Multiple Vulnerabilities (MFSA2025-07),4,4,Confirmed,"Mar 3, 2025","Feb 5, 2025",'-,'-,ACTIVE,147239000,SRVCOPMGT06V.czech.ch,10.43.217.206,fe80:0:0:0:7c5a:6216:cffe:2e85,"Vendor has released fix to address these vulnerabilities. Upgrade to Firefox 135 to fix vulnerability, you can also refer MFSA2025-07 or later for more details.(https://www.mozilla.org/en-US/security/advisories/mfsa2025-07/)","CH,Cloud Agent,All",No,No,30,25,"Feb 5, 2025","Feb 4, 2025",Local,CRITICAL,"High Lateral Movement,Remote Code Execution",Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,155,"Successful exploitation of this vulnerability could lead to a security breach or affect integrity, availability, and confidentiality.",Yes,2,342,,"C:\Program Files\Mozilla Firefox\firefox.exe  Version is  133.0.3.0
"
CVE-2025-1009,"An attacker could have caused a use-after-free via crafted XSLT data, leading to a potentially exploitable crash. This vulnerability affects Firefox < 135, Firefox ESR < 115.20, Firefox ESR < 128.7, Thunderbird < 128.7, and Thunderbird < 135.",'-,9.8,382768,Mozilla Firefox Multiple Vulnerabilities (MFSA2025-07),4,4,Confirmed,"Mar 3, 2025","Feb 5, 2025",'-,'-,ACTIVE,147239000,SRVCOPMGT06V.czech.ch,10.43.217.206,fe80:0:0:0:7c5a:6216:cffe:2e85,"Vendor has released fix to address these vulnerabilities. Upgrade to Firefox 135 to fix vulnerability, you can also refer MFSA2025-07 or later for more details.(https://www.mozilla.org/en-US/security/advisories/mfsa2025-07/)","CH,Cloud Agent,All",No,No,65,25,"Feb 5, 2025","Feb 4, 2025",Local,CRITICAL,"High Lateral Movement,Remote Code Execution",Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,155,"Successful exploitation of this vulnerability could lead to a security breach or affect integrity, availability, and confidentiality.",Yes,2,342,,"C:\Program Files\Mozilla Firefox\firefox.exe  Version is  133.0.3.0
"
CVE-2024-47742,"In the Linux kernel, the following vulnerability has been resolved:

firmware_loader: Block path traversal

Most firmware names are hardcoded strings, or are constructed from fairly
constrained format strings where the dynamic parts are just some hex
numbers or such.

However, there are a couple codepaths in the kernel where firmware file
names contain string components that are passed through from a device or
semi-privileged userspace; the ones I could find (not counting interfaces
that require root privileges) are:

 - lpfc_sli4_request_firmware_update() seems to construct the firmware
   filename from ""ModelName"", a string that was previously parsed out of
   some descriptor (""Vital Product Data"") in lpfc_fill_vpd()
 - nfp_net_fw_find() seems to construct a firmware filename from a model
   name coming from nfp_hwinfo_lookup(pf->hwinfo, ""nffw.partno""), which I
   think parses some descriptor that was read from the device.
   (But this case likely isn't exploitable because the format string looks
   like ""netronome/nic_%s"", and there shouldn't be any *folders* starting
   with ""netronome/nic_"". The previous case was different because there,
   the ""%s"" is *at the start* of the format string.)
 - module_flash_fw_schedule() is reachable from the
   ETHTOOL_MSG_MODULE_FW_FLASH_ACT netlink command, which is marked as
   GENL_UNS_ADMIN_PERM (meaning CAP_NET_ADMIN inside a user namespace is
   enough to pass the privilege check), and takes a userspace-provided
   firmware name.
   (But I think to reach this case, you need to have CAP_NET_ADMIN over a
   network namespace that a special kind of ethernet device is mapped into,
   so I think this is not a viable attack path in practice.)

Fix it by rejecting any firmware names containing "".."" path components.

For what it's worth, I went looking and haven't found any USB device
drivers that use the firmware loader dangerously.",'-,7.8,358475,Amazon Linux Security Advisory for kernel : ALAS2-2025-2745,4,4,Confirmed,"Mar 3, 2025","Feb 5, 2025",'-,'-,ACTIVE,197494362,ptaws-sv-wspp1.portugal.pt,"10.64.192.14,172.17.0.1,172.18.0.1,172.19.0.1,172.20.0.1,172.21.0.1,172.22.0.1","fe80:0:0:0:42:6ff:fe48:1eb6,fe80:0:0:0:42:18ff:fe12:3133,fe80:0:0:0:42:77ff:fef4:172d,fe80:0:0:0:42:98ff:fe93:fa0a,fe80:0:0:0:42:9eff:fed8:34b6,fe80:0:0:0:6b:4dff:fe34:7ba,fe80:0:0:0:442:f1ff:fe67:bf96,fe80:0:0:0:8c0:c5ff:febc:4fb,fe80:0:0:0:c11:71ff:fe17:f3d9,fe80:0:0:0:18ac:56ff:fed3:f521,fe80:0:0:0:1c57:35ff:fe50:ee44,fe80:0:0:0:1c7c:aaff:fe8e:8a02,fe80:0:0:0:1cca:18ff:fe5f:7ed7,fe80:0:0:0:2c92:f8ff:fe9e:344,fe80:0:0:0:5009:6ff:fe8b:a250,fe80:0:0:0:505a:cdff:fe18:4fee,fe80:0:0:0:5817:49ff:fe5f:d042,fe80:0:0:0:6ccf:9aff:fe18:90bc,fe80:0:0:0:7091:94ff:fe87:1d16,fe80:0:0:0:8c6a:2ff:fee9:5f5d,fe80:0:0:0:8cdd:c8ff:fee4:691e,fe80:0:0:0:905e:75ff:fe54:edd3,fe80:0:0:0:9072:3fff:fe3d:5ee1,fe80:0:0:0:949b:b4ff:fee5:7d15,fe80:0:0:0:94f6:cdff:fe1e:2c25,fe80:0:0:0:a8e4:4aff:fe9a:7b42,fe80:0:0:0:cccf:b1ff:fee8:25a2,fe80:0:0:0:d831:87ff:fe7a:3f1f,fe80:0:0:0:ec66:93ff:fe67:3c76,fe80:0:0:0:fc8f:84ff:fe44:98d6","Please refer to Amazon advisory: ALAS2-2025-2745 for affected packages and patching details, or update with your package manager.(https://alas.aws.amazon.com/AL2/ALAS-2025-2745.html)","PT,Cloud Agent,All,Linux-PT",No,No,35,25,"Feb 5, 2025","Jan 30, 2025",Amazon Linux,HIGH,High Lateral Movement,Amazon Linux 2,'-,'-,56,"Successful exploitation of this vulnerability could lead to a securitybreach or affect integrity, availability, and confidentiality.",Yes,2,50,,"#table cols=""3""
Package Installed_Version Required_Version
kernel 4.14.352-268.569.amzn2.x86__64 4.14.355-275.582.amzn2
kernel 4.14.355-271.569.amzn2.x86__64 4.14.355-275.582.amzn2
kernel 4.14.352-268.569.amzn2.x86__64 4.14.355-275.582.amzn2
kernel 4.14.355-271.569.amzn2.x86__64 4.14.355-275.582.amzn2
"
CVE-2024-47701,"In the Linux kernel, the following vulnerability has been resolved:

ext4: avoid OOB when system.data xattr changes underneath the filesystem

When looking up for an entry in an inlined directory, if e_value_offs is
changed underneath the filesystem by some change in the block device, it
will lead to an out-of-bounds access that KASAN detects as an UAF.

EXT4-fs (loop0): mounted filesystem 00000000-0000-0000-0000-000000000000 r/w without journal. Quota mode: none.
loop0: detected capacity change from 2048 to 2047
==================================================================
BUG: KASAN: use-after-free in ext4_search_dir+0xf2/0x1c0 fs/ext4/namei.c:1500
Read of size 1 at addr ffff88803e91130f by task syz-executor269/5103

CPU: 0 UID: 0 PID: 5103 Comm: syz-executor269 Not tainted 6.11.0-rc4-syzkaller #0
Hardware name: QEMU Standard PC (Q35 + ICH9, 2009), BIOS 1.16.3-debian-1.16.3-2~bpo12+1 04/01/2014
Call Trace:
 <TASK>
 __dump_stack lib/dump_stack.c:93 [inline]
 dump_stack_lvl+0x241/0x360 lib/dump_stack.c:119
 print_address_description mm/kasan/report.c:377 [inline]
 print_report+0x169/0x550 mm/kasan/report.c:488
 kasan_report+0x143/0x180 mm/kasan/report.c:601
 ext4_search_dir+0xf2/0x1c0 fs/ext4/namei.c:1500
 ext4_find_inline_entry+0x4be/0x5e0 fs/ext4/inline.c:1697
 __ext4_find_entry+0x2b4/0x1b30 fs/ext4/namei.c:1573
 ext4_lookup_entry fs/ext4/namei.c:1727 [inline]
 ext4_lookup+0x15f/0x750 fs/ext4/namei.c:1795
 lookup_one_qstr_excl+0x11f/0x260 fs/namei.c:1633
 filename_create+0x297/0x540 fs/namei.c:3980
 do_symlinkat+0xf9/0x3a0 fs/namei.c:4587
 __do_sys_symlinkat fs/namei.c:4610 [inline]
 __se_sys_symlinkat fs/namei.c:4607 [inline]
 __x64_sys_symlinkat+0x95/0xb0 fs/namei.c:4607
 do_syscall_x64 arch/x86/entry/common.c:52 [inline]
 do_syscall_64+0xf3/0x230 arch/x86/entry/common.c:83
 entry_SYSCALL_64_after_hwframe+0x77/0x7f
RIP: 0033:0x7f3e73ced469
Code: 28 00 00 00 75 05 48 83 c4 28 c3 e8 21 18 00 00 90 48 89 f8 48 89 f7 48 89 d6 48 89 ca 4d 89 c2 4d 89 c8 4c 8b 4c 24 08 0f 05 <48> 3d 01 f0 ff ff 73 01 c3 48 c7 c1 b8 ff ff ff f7 d8 64 89 01 48
RSP: 002b:00007fff4d40c258 EFLAGS: 00000246 ORIG_RAX: 000000000000010a
RAX: ffffffffffffffda RBX: 0032656c69662f2e RCX: 00007f3e73ced469
RDX: 0000000020000200 RSI: 00000000ffffff9c RDI: 00000000200001c0
RBP: 0000000000000000 R08: 00007fff4d40c290 R09: 00007fff4d40c290
R10: 0023706f6f6c2f76 R11: 0000000000000246 R12: 00007fff4d40c27c
R13: 0000000000000003 R14: 431bde82d7b634db R15: 00007fff4d40c2b0
 </TASK>

Calling ext4_xattr_ibody_find right after reading the inode with
ext4_get_inode_loc will lead to a check of the validity of the xattrs,
avoiding this problem.",'-,7.8,358475,Amazon Linux Security Advisory for kernel : ALAS2-2025-2745,4,4,Confirmed,"Mar 3, 2025","Feb 5, 2025",'-,'-,ACTIVE,197494362,ptaws-sv-wspp1.portugal.pt,"10.64.192.14,172.17.0.1,172.18.0.1,172.19.0.1,172.20.0.1,172.21.0.1,172.22.0.1","fe80:0:0:0:42:6ff:fe48:1eb6,fe80:0:0:0:42:18ff:fe12:3133,fe80:0:0:0:42:77ff:fef4:172d,fe80:0:0:0:42:98ff:fe93:fa0a,fe80:0:0:0:42:9eff:fed8:34b6,fe80:0:0:0:6b:4dff:fe34:7ba,fe80:0:0:0:442:f1ff:fe67:bf96,fe80:0:0:0:8c0:c5ff:febc:4fb,fe80:0:0:0:c11:71ff:fe17:f3d9,fe80:0:0:0:18ac:56ff:fed3:f521,fe80:0:0:0:1c57:35ff:fe50:ee44,fe80:0:0:0:1c7c:aaff:fe8e:8a02,fe80:0:0:0:1cca:18ff:fe5f:7ed7,fe80:0:0:0:2c92:f8ff:fe9e:344,fe80:0:0:0:5009:6ff:fe8b:a250,fe80:0:0:0:505a:cdff:fe18:4fee,fe80:0:0:0:5817:49ff:fe5f:d042,fe80:0:0:0:6ccf:9aff:fe18:90bc,fe80:0:0:0:7091:94ff:fe87:1d16,fe80:0:0:0:8c6a:2ff:fee9:5f5d,fe80:0:0:0:8cdd:c8ff:fee4:691e,fe80:0:0:0:905e:75ff:fe54:edd3,fe80:0:0:0:9072:3fff:fe3d:5ee1,fe80:0:0:0:949b:b4ff:fee5:7d15,fe80:0:0:0:94f6:cdff:fe1e:2c25,fe80:0:0:0:a8e4:4aff:fe9a:7b42,fe80:0:0:0:cccf:b1ff:fee8:25a2,fe80:0:0:0:d831:87ff:fe7a:3f1f,fe80:0:0:0:ec66:93ff:fe67:3c76,fe80:0:0:0:fc8f:84ff:fe44:98d6","Please refer to Amazon advisory: ALAS2-2025-2745 for affected packages and patching details, or update with your package manager.(https://alas.aws.amazon.com/AL2/ALAS-2025-2745.html)","PT,Cloud Agent,All,Linux-PT",No,No,35,25,"Feb 5, 2025","Jan 30, 2025",Amazon Linux,HIGH,High Lateral Movement,Amazon Linux 2,'-,'-,56,"Successful exploitation of this vulnerability could lead to a securitybreach or affect integrity, availability, and confidentiality.",Yes,2,50,,"#table cols=""3""
Package Installed_Version Required_Version
kernel 4.14.352-268.569.amzn2.x86__64 4.14.355-275.582.amzn2
kernel 4.14.355-271.569.amzn2.x86__64 4.14.355-275.582.amzn2
kernel 4.14.352-268.569.amzn2.x86__64 4.14.355-275.582.amzn2
kernel 4.14.355-271.569.amzn2.x86__64 4.14.355-275.582.amzn2
"
CVE-2024-49936,"In the Linux kernel, the following vulnerability has been resolved:

net/xen-netback: prevent UAF in xenvif_flush_hash()

During the list_for_each_entry_rcu iteration call of xenvif_flush_hash,
kfree_rcu does not exist inside the rcu read critical section, so if
kfree_rcu is called when the rcu grace period ends during the iteration,
UAF occurs when accessing head->next after the entry becomes free.

Therefore, to solve this, you need to change it to list_for_each_entry_safe.",'-,7.8,358475,Amazon Linux Security Advisory for kernel : ALAS2-2025-2745,4,4,Confirmed,"Mar 3, 2025","Feb 5, 2025",'-,'-,ACTIVE,197494362,ptaws-sv-wspp1.portugal.pt,"10.64.192.14,172.17.0.1,172.18.0.1,172.19.0.1,172.20.0.1,172.21.0.1,172.22.0.1","fe80:0:0:0:42:6ff:fe48:1eb6,fe80:0:0:0:42:18ff:fe12:3133,fe80:0:0:0:42:77ff:fef4:172d,fe80:0:0:0:42:98ff:fe93:fa0a,fe80:0:0:0:42:9eff:fed8:34b6,fe80:0:0:0:6b:4dff:fe34:7ba,fe80:0:0:0:442:f1ff:fe67:bf96,fe80:0:0:0:8c0:c5ff:febc:4fb,fe80:0:0:0:c11:71ff:fe17:f3d9,fe80:0:0:0:18ac:56ff:fed3:f521,fe80:0:0:0:1c57:35ff:fe50:ee44,fe80:0:0:0:1c7c:aaff:fe8e:8a02,fe80:0:0:0:1cca:18ff:fe5f:7ed7,fe80:0:0:0:2c92:f8ff:fe9e:344,fe80:0:0:0:5009:6ff:fe8b:a250,fe80:0:0:0:505a:cdff:fe18:4fee,fe80:0:0:0:5817:49ff:fe5f:d042,fe80:0:0:0:6ccf:9aff:fe18:90bc,fe80:0:0:0:7091:94ff:fe87:1d16,fe80:0:0:0:8c6a:2ff:fee9:5f5d,fe80:0:0:0:8cdd:c8ff:fee4:691e,fe80:0:0:0:905e:75ff:fe54:edd3,fe80:0:0:0:9072:3fff:fe3d:5ee1,fe80:0:0:0:949b:b4ff:fee5:7d15,fe80:0:0:0:94f6:cdff:fe1e:2c25,fe80:0:0:0:a8e4:4aff:fe9a:7b42,fe80:0:0:0:cccf:b1ff:fee8:25a2,fe80:0:0:0:d831:87ff:fe7a:3f1f,fe80:0:0:0:ec66:93ff:fe67:3c76,fe80:0:0:0:fc8f:84ff:fe44:98d6","Please refer to Amazon advisory: ALAS2-2025-2745 for affected packages and patching details, or update with your package manager.(https://alas.aws.amazon.com/AL2/ALAS-2025-2745.html)","PT,Cloud Agent,All,Linux-PT",No,No,35,25,"Feb 5, 2025","Jan 30, 2025",Amazon Linux,HIGH,High Lateral Movement,Amazon Linux 2,'-,'-,56,"Successful exploitation of this vulnerability could lead to a securitybreach or affect integrity, availability, and confidentiality.",Yes,2,50,,"#table cols=""3""
Package Installed_Version Required_Version
kernel 4.14.352-268.569.amzn2.x86__64 4.14.355-275.582.amzn2
kernel 4.14.355-271.569.amzn2.x86__64 4.14.355-275.582.amzn2
kernel 4.14.352-268.569.amzn2.x86__64 4.14.355-275.582.amzn2
kernel 4.14.355-271.569.amzn2.x86__64 4.14.355-275.582.amzn2
"
